,FullGeoName,Year,Travel status,County,Count,Legend,Notes,LegendInts
284,"MO, Buchanan",2010 - 2023,All,29021,1 to 4,1 to 4,"MO, Buchanan County",4
285,"MO, Callaway",2010 - 2023,All,29027,1 to 4,1 to 4,"MO, Callaway County",4
286,"MO, Cape Girardeau",2010 - 2023,All,29031,1 to 4,1 to 4,"MO, Cape Girardeau County",4
287,"MO, Christian",2010 - 2023,All,29043,1 to 4,1 to 4,"MO, Christian County",4
288,"MO, Clay",2010 - 2023,All,29047,1 to 4,1 to 4,"MO, Clay County",4
289,"MO, Cole",2010 - 2023,All,29051,1 to 4,1 to 4,"MO, Cole County",4
290,"MO, Dallas",2010 - 2023,All,29059,1 to 4,1 to 4,"MO, Dallas County",4
291,"MO, Greene",2010 - 2023,All,29077,1 to 4,1 to 4,"MO, Greene County",4
292,"MO, Jasper",2010 - 2023,All,29097,1 to 4,1 to 4,"MO, Jasper County",4
293,"MO, Jefferson",2010 - 2023,All,29099,1 to 4,1 to 4,"MO, Jefferson County",4
294,"MO, Johnson",2010 - 2023,All,29101,1 to 4,1 to 4,"MO, Johnson County",4
295,"MO, Newton",2010 - 2023,All,29145,1 to 4,1 to 4,"MO, Newton County",4
296,"MO, Platte",2010 - 2023,All,29165,1 to 4,1 to 4,"MO, Platte County",4
297,"MO, Polk",2010 - 2023,All,29167,1 to 4,1 to 4,"MO, Polk County",4
298,"MO, Saline",2010 - 2023,All,29195,1 to 4,1 to 4,"MO, Saline County",4
299,"MT, Cascade",2010 - 2023,All,30013,1 to 4,1 to 4,"MT, Cascade County",4
300,"MT, Deer Lodge",2010 - 2023,All,30023,1 to 4,1 to 4,"MT, Deer Lodge County",4
301,"MT, Flathead",2010 - 2023,All,30029,1 to 4,1 to 4,"MT, Flathead County",4
302,"MT, Lake",2010 - 2023,All,30047,1 to 4,1 to 4,"MT, Lake County",4
303,"MT, Lewis And Clark",2010 - 2023,All,30049,1 to 4,1 to 4,"MT, Lewis and Clark County",4
304,"MT, Ravalli",2010 - 2023,All,30081,1 to 4,1 to 4,"MT, Ravalli County",4
305,"MT, Teton",2010 - 2023,All,30099,1 to 4,1 to 4,"MT, Teton County",4
306,"NE, Adams",2010 - 2023,All,31001,1 to 4,1 to 4,"NE, Adams County",4
307,"NE, Dawson",2010 - 2023,All,31047,1 to 4,1 to 4,"NE, Dawson County",4
308,"NE, Dodge",2010 - 2023,All,31053,1 to 4,1 to 4,"NE, Dodge County",4
309,"NE, Hall",2010 - 2023,All,31079,1 to 4,1 to 4,"NE, Hall County",4
310,"NE, Lincoln",2010 - 2023,All,31111,1 to 4,1 to 4,"NE, Lincoln County",4
311,"NE, Madison",2010 - 2023,All,31119,1 to 4,1 to 4,"NE, Madison County",4
312,"NE, Platte",2010 - 2023,All,31141,1 to 4,1 to 4,"NE, Platte County",4
313,"NE, Saline",2010 - 2023,All,31151,1 to 4,1 to 4,"NE, Saline County",4
314,"NE, Sarpy",2010 - 2023,All,31153,1 to 4,1 to 4,"NE, Sarpy County",4
315,"NV, Douglas",2010 - 2023,All,32005,1 to 4,1 to 4,"NV, Douglas County",4
316,"NV, Lander",2010 - 2023,All,32015,1 to 4,1 to 4,"NV, Lander County",4
317,"NH, Carroll",2010 - 2023,All,33003,1 to 4,1 to 4,"NH, Carroll County",4
318,"NH, Merrimack",2010 - 2023,All,33013,1 to 4,1 to 4,"NH, Merrimack County",4
319,"NH, Strafford",2010 - 2023,All,33017,1 to 4,1 to 4,"NH, Strafford County",4
320,"NH, Sullivan",2010 - 2023,All,33019,1 to 4,1 to 4,"NH, Sullivan County",4
321,"NJ, Cape May",2010 - 2023,All,34009,1 to 4,1 to 4,"NJ, Cape May County",4
322,"NJ, Warren",2010 - 2023,All,34041,1 to 4,1 to 4,"NJ, Warren County",4
323,"NM, Chaves",2010 - 2023,All,35005,1 to 4,1 to 4,"NM, Chaves County",4
324,"NM, Grant",2010 - 2023,All,35017,1 to 4,1 to 4,"NM, Grant County",4
325,"NM, Los Alamos",2010 - 2023,All,35028,1 to 4,1 to 4,"NM, Los Alamos County",4
326,"NM, Santa Fe",2010 - 2023,All,35049,1 to 4,1 to 4,"NM, Santa Fe County",4
327,"NY, Allegany",2010 - 2023,All,36003,1 to 4,1 to 4,"NY, Allegany County",4
328,"NY, Broome",2010 - 2023,All,36007,1 to 4,1 to 4,"NY, Broome County",4
329,"NY, Clinton",2010 - 2023,All,36019,1 to 4,1 to 4,"NY, Clinton County",4
330,"NY, Columbia",2010 - 2023,All,36021,1 to 4,1 to 4,"NY, Columbia County",4
331,"NY, Fulton",2010 - 2023,All,36035,1 to 4,1 to 4,"NY, Fulton County",4
332,"NY, Herkimer",2010 - 2023,All,36043,1 to 4,1 to 4,"NY, Herkimer County",4
333,"NY, Lewis",2010 - 2023,All,36049,1 to 4,1 to 4,"NY, Lewis County",4
334,"NY, Livingston",2010 - 2023,All,36051,1 to 4,1 to 4,"NY, Livingston County",4
335,"NY, Madison",2010 - 2023,All,36053,1 to 4,1 to 4,"NY, Madison County",4
336,"NY, Niagara",2010 - 2023,All,36063,1 to 4,1 to 4,"NY, Niagara County",4
337,"NY, Oneida",2010 - 2023,All,36065,1 to 4,1 to 4,"NY, Oneida County",4
338,"NY, Ontario",2010 - 2023,All,36069,1 to 4,1 to 4,"NY, Ontario County",4
339,"NY, Oswego",2010 - 2023,All,36075,1 to 4,1 to 4,"NY, Oswego County",4
340,"NY, Otsego",2010 - 2023,All,36077,1 to 4,1 to 4,"NY, Otsego County",4
341,"NY, Putnam",2010 - 2023,All,36079,1 to 4,1 to 4,"NY, Putnam County",4
342,"NY, Rensselaer",2010 - 2023,All,36083,1 to 4,1 to 4,"NY, Rensselaer County",4
343,"NY, St Lawrence",2010 - 2023,All,36089,1 to 4,1 to 4,"NY, St. Lawrence County",4
344,"NY, Saratoga",2010 - 2023,All,36091,1 to 4,1 to 4,"NY, Saratoga County",4
345,"NY, Schenectady",2010 - 2023,All,36093,1 to 4,1 to 4,"NY, Schenectady County",4
346,"NY, Schuyler",2010 - 2023,All,36097,1 to 4,1 to 4,"NY, Schuyler County",4
347,"NY, Steuben",2010 - 2023,All,36101,1 to 4,1 to 4,"NY, Steuben County",4
348,"NY, Sullivan",2010 - 2023,All,36105,1 to 4,1 to 4,"NY, Sullivan County",4
349,"NY, Tompkins",2010 - 2023,All,36109,1 to 4,1 to 4,"NY, Tompkins County",4
350,"NY, Ulster",2010 - 2023,All,36111,1 to 4,1 to 4,"NY, Ulster County",4
351,"NC, Bladen",2010 - 2023,All,37017,1 to 4,1 to 4,"NC, Bladen County",4
352,"NC, Cabarrus",2010 - 2023,All,37025,1 to 4,1 to 4,"NC, Cabarrus County",4
353,"NC, Caldwell",2010 - 2023,All,37027,1 to 4,1 to 4,"NC, Caldwell County",4
354,"NC, Carteret",2010 - 2023,All,37031,1 to 4,1 to 4,"NC, Carteret County",4
355,"NC, Catawba",2010 - 2023,All,37035,1 to 4,1 to 4,"NC, Catawba County",4
356,"NC, Chatham",2010 - 2023,All,37037,1 to 4,1 to 4,"NC, Chatham County",4
357,"NC, Cleveland",2010 - 2023,All,37045,1 to 4,1 to 4,"NC, Cleveland County",4
358,"NC, Craven",2010 - 2023,All,37049,1 to 4,1 to 4,"NC, Craven County",4
359,"NC, Cumberland",2010 - 2023,All,37051,1 to 4,1 to 4,"NC, Cumberland County",4
360,"NC, Dare",2010 - 2023,All,37055,1 to 4,1 to 4,"NC, Dare County",4
361,"NC, Davie",2010 - 2023,All,37059,1 to 4,1 to 4,"NC, Davie County",4
362,"NC, Gaston",2010 - 2023,All,37071,1 to 4,1 to 4,"NC, Gaston County",4
363,"NC, Harnett",2010 - 2023,All,37085,1 to 4,1 to 4,"NC, Harnett County",4
364,"NC, Henderson",2010 - 2023,All,37089,1 to 4,1 to 4,"NC, Henderson County",4
365,"NC, Iredell",2010 - 2023,All,37097,1 to 4,1 to 4,"NC, Iredell County",4
366,"NC, Johnston",2010 - 2023,All,37101,1 to 4,1 to 4,"NC, Johnston County",4
367,"NC, Lee",2010 - 2023,All,37105,1 to 4,1 to 4,"NC, Lee County",4
368,"NC, Lincoln",2010 - 2023,All,37109,1 to 4,1 to 4,"NC, Lincoln County",4
369,"NC, Nash",2010 - 2023,All,37127,1 to 4,1 to 4,"NC, Nash County",4
370,"NC, Pitt",2010 - 2023,All,37147,1 to 4,1 to 4,"NC, Pitt County",4
371,"NC, Randolph",2010 - 2023,All,37151,1 to 4,1 to 4,"NC, Randolph County",4
372,"NC, Richmond",2010 - 2023,All,37153,1 to 4,1 to 4,"NC, Richmond County",4
373,"NC, Robeson",2010 - 2023,All,37155,1 to 4,1 to 4,"NC, Robeson County",4
374,"NC, Stokes",2010 - 2023,All,37169,1 to 4,1 to 4,"NC, Stokes County",4
375,"NC, Wayne",2010 - 2023,All,37191,1 to 4,1 to 4,"NC, Wayne County",4
376,"NC, Wilkes",2010 - 2023,All,37193,1 to 4,1 to 4,"NC, Wilkes County",4
377,"NC, Wilson",2010 - 2023,All,37195,1 to 4,1 to 4,"NC, Wilson County",4
378,"ND, Cass",2010 - 2023,All,38017,1 to 4,1 to 4,"ND, Cass County",4
379,"ND, Grand Forks",2010 - 2023,All,38035,1 to 4,1 to 4,"ND, Grand Forks County",4
380,"ND, Logan",2010 - 2023,All,38047,1 to 4,1 to 4,"ND, Logan County",4
381,"ND, Morton",2010 - 2023,All,38059,1 to 4,1 to 4,"ND, Morton County",4
382,"ND, Stark",2010 - 2023,All,38089,1 to 4,1 to 4,"ND, Stark County",4
383,"OH, Belmont",2010 - 2023,All,39013,1 to 4,1 to 4,"OH, Belmont County",4
384,"OH, Clark",2010 - 2023,All,39023,1 to 4,1 to 4,"OH, Clark County",4
385,"OH, Clermont",2010 - 2023,All,39025,1 to 4,1 to 4,"OH, Clermont County",4
386,"OH, Delaware",2010 - 2023,All,39041,1 to 4,1 to 4,"OH, Delaware County",4
387,"OH, Fairfield",2010 - 2023,All,39045,1 to 4,1 to 4,"OH, Fairfield County",4
388,"OH, Fayette",2010 - 2023,All,39047,1 to 4,1 to 4,"OH, Fayette County",4
389,"OH, Fulton",2010 - 2023,All,39051,1 to 4,1 to 4,"OH, Fulton County",4
390,"OH, Greene",2010 - 2023,All,39057,1 to 4,1 to 4,"OH, Greene County",4
391,"OH, Hancock",2010 - 2023,All,39063,1 to 4,1 to 4,"OH, Hancock County",4
392,"OH, Knox",2010 - 2023,All,39083,1 to 4,1 to 4,"OH, Knox County",4
393,"OH, Licking",2010 - 2023,All,39089,1 to 4,1 to 4,"OH, Licking County",4
394,"OH, Logan",2010 - 2023,All,39091,1 to 4,1 to 4,"OH, Logan County",4
395,"OH, Lorain",2010 - 2023,All,39093,1 to 4,1 to 4,"OH, Lorain County",4
396,"OH, Lucas",2010 - 2023,All,39095,1 to 4,1 to 4,"OH, Lucas County",4
397,"OH, Medina",2010 - 2023,All,39103,1 to 4,1 to 4,"OH, Medina County",4
398,"OH, Portage",2010 - 2023,All,39133,1 to 4,1 to 4,"OH, Portage County",4
399,"OH, Richland",2010 - 2023,All,39139,1 to 4,1 to 4,"OH, Richland County",4
400,"OH, Ross",2010 - 2023,All,39141,1 to 4,1 to 4,"OH, Ross County",4
401,"OH, Scioto",2010 - 2023,All,39145,1 to 4,1 to 4,"OH, Scioto County",4
402,"OH, Seneca",2010 - 2023,All,39147,1 to 4,1 to 4,"OH, Seneca County",4
403,"OH, Stark",2010 - 2023,All,39151,1 to 4,1 to 4,"OH, Stark County",4
404,"OH, Trumbull",2010 - 2023,All,39155,1 to 4,1 to 4,"OH, Trumbull County",4
405,"OH, Tuscarawas",2010 - 2023,All,39157,1 to 4,1 to 4,"OH, Tuscarawas County",4
406,"OH, Union",2010 - 2023,All,39159,1 to 4,1 to 4,"OH, Union County",4
407,"OH, Warren",2010 - 2023,All,39165,1 to 4,1 to 4,"OH, Warren County",4
408,"OH, Williams",2010 - 2023,All,39171,1 to 4,1 to 4,"OH, Williams County",4
409,"OH, Wyandot",2010 - 2023,All,39175,1 to 4,1 to 4,"OH, Wyandot County",4
410,"OK, Canadian",2010 - 2023,All,40017,1 to 4,1 to 4,"OK, Canadian County",4
411,"OK, Carter",2010 - 2023,All,40019,1 to 4,1 to 4,"OK, Carter County",4
412,"OK, Cleveland",2010 - 2023,All,40027,1 to 4,1 to 4,"OK, Cleveland County",4
413,"OK, Comanche",2010 - 2023,All,40031,1 to 4,1 to 4,"OK, Comanche County",4
414,"OK, Garfield",2010 - 2023,All,40047,1 to 4,1 to 4,"OK, Garfield County",4
415,"OK, Lincoln",2010 - 2023,All,40081,1 to 4,1 to 4,"OK, Lincoln County",4
416,"OK, Pontotoc",2010 - 2023,All,40123,1 to 4,1 to 4,"OK, Pontotoc County",4
417,"OK, Rogers",2010 - 2023,All,40131,1 to 4,1 to 4,"OK, Rogers County",4
418,"OK, Stephens",2010 - 2023,All,40137,1 to 4,1 to 4,"OK, Stephens County",4
419,"OK, Washington",2010 - 2023,All,40147,1 to 4,1 to 4,"OK, Washington County",4
420,"OR, Benton",2010 - 2023,All,41003,1 to 4,1 to 4,"OR, Benton County",4
421,"OR, Clackamas",2010 - 2023,All,41005,1 to 4,1 to 4,"OR, Clackamas County",4
422,"OR, Clatsop",2010 - 2023,All,41007,1 to 4,1 to 4,"OR, Clatsop County",4
423,"OR, Douglas",2010 - 2023,All,41019,1 to 4,1 to 4,"OR, Douglas County",4
424,"OR, Hood River",2010 - 2023,All,41027,1 to 4,1 to 4,"OR, Hood River County",4
425,"OR, Lake",2010 - 2023,All,41037,1 to 4,1 to 4,"OR, Lake County",4
426,"OR, Lane",2010 - 2023,All,41039,1 to 4,1 to 4,"OR, Lane County",4
427,"OR, Polk",2010 - 2023,All,41053,1 to 4,1 to 4,"OR, Polk County",4
428,"OR, Tillamook",2010 - 2023,All,41057,1 to 4,1 to 4,"OR, Tillamook County",4
429,"OR, Union",2010 - 2023,All,41061,1 to 4,1 to 4,"OR, Union County",4
430,"OR, Wasco",2010 - 2023,All,41065,1 to 4,1 to 4,"OR, Wasco County",4
431,"OR, Yamhill",2010 - 2023,All,41071,1 to 4,1 to 4,"OR, Yamhill County",4
432,"PA, Armstrong",2010 - 2023,All,42005,1 to 4,1 to 4,"PA, Armstrong County",4
433,"PA, Beaver",2010 - 2023,All,42007,1 to 4,1 to 4,"PA, Beaver County",4
434,"PA, Blair",2010 - 2023,All,42013,1 to 4,1 to 4,"PA, Blair County",4
435,"PA, Butler",2010 - 2023,All,42019,1 to 4,1 to 4,"PA, Butler County",4
436,"PA, Clearfield",2010 - 2023,All,42033,1 to 4,1 to 4,"PA, Clearfield County",4
437,"PA, Columbia",2010 - 2023,All,42037,1 to 4,1 to 4,"PA, Columbia County",4
438,"PA, Crawford",2010 - 2023,All,42039,1 to 4,1 to 4,"PA, Crawford County",4
439,"PA, Dauphin",2010 - 2023,All,42043,1 to 4,1 to 4,"PA, Dauphin County",4
440,"PA, Erie",2010 - 2023,All,42049,1 to 4,1 to 4,"PA, Erie County",4
441,"PA, Franklin",2010 - 2023,All,42055,1 to 4,1 to 4,"PA, Franklin County",4
442,"PA, Indiana",2010 - 2023,All,42063,1 to 4,1 to 4,"PA, Indiana County",4
443,"PA, Lackawanna",2010 - 2023,All,42069,1 to 4,1 to 4,"PA, Lackawanna County",4
444,"PA, Lawrence",2010 - 2023,All,42073,1 to 4,1 to 4,"PA, Lawrence County",4
445,"PA, Lebanon",2010 - 2023,All,42075,1 to 4,1 to 4,"PA, Lebanon County",4
446,"PA, Luzerne",2010 - 2023,All,42079,1 to 4,1 to 4,"PA, Luzerne County",4
447,"PA, Monroe",2010 - 2023,All,42089,1 to 4,1 to 4,"PA, Monroe County",4
448,"PA, Montour",2010 - 2023,All,42093,1 to 4,1 to 4,"PA, Montour County",4
449,"PA, Northumberland",2010 - 2023,All,42097,1 to 4,1 to 4,"PA, Northumberland County",4
450,"PA, Pike",2010 - 2023,All,42103,1 to 4,1 to 4,"PA, Pike County",4
451,"PA, Potter",2010 - 2023,All,42105,1 to 4,1 to 4,"PA, Potter County",4
452,"PA, Washington",2010 - 2023,All,42125,1 to 4,1 to 4,"PA, Washington County",4
453,"PA, Wayne",2010 - 2023,All,42127,1 to 4,1 to 4,"PA, Wayne County",4
454,"RI, Bristol",2010 - 2023,All,44001,1 to 4,1 to 4,"RI, Bristol County",4
455,"RI, Newport",2010 - 2023,All,44005,1 to 4,1 to 4,"RI, Newport County",4
456,"RI, Washington",2010 - 2023,All,44009,1 to 4,1 to 4,"RI, Washington County",4
457,"SC, Aiken",2010 - 2023,All,45003,1 to 4,1 to 4,"SC, Aiken County",4
458,"SC, Anderson",2010 - 2023,All,45007,1 to 4,1 to 4,"SC, Anderson County",4
459,"SC, Beaufort",2010 - 2023,All,45013,1 to 4,1 to 4,"SC, Beaufort County",4
460,"SC, Berkeley",2010 - 2023,All,45015,1 to 4,1 to 4,"SC, Berkeley County",4
461,"SC, Dorchester",2010 - 2023,All,45035,1 to 4,1 to 4,"SC, Dorchester County",4
462,"SC, Greenwood",2010 - 2023,All,45047,1 to 4,1 to 4,"SC, Greenwood County",4
463,"SC, Horry",2010 - 2023,All,45051,1 to 4,1 to 4,"SC, Horry County",4
464,"SC, Kershaw",2010 - 2023,All,45055,1 to 4,1 to 4,"SC, Kershaw County",4
465,"SC, Marlboro",2010 - 2023,All,45069,1 to 4,1 to 4,"SC, Marlboro County",4
466,"SC, Orangeburg",2010 - 2023,All,45075,1 to 4,1 to 4,"SC, Orangeburg County",4
467,"SC, Spartanburg",2010 - 2023,All,45083,1 to 4,1 to 4,"SC, Spartanburg County",4
468,"SC, Sumter",2010 - 2023,All,45085,1 to 4,1 to 4,"SC, Sumter County",4
469,"SD, Brookings",2010 - 2023,All,46011,1 to 4,1 to 4,"SD, Brookings County",4
470,"SD, Edmunds",2010 - 2023,All,46045,1 to 4,1 to 4,"SD, Edmunds County",4
471,"SD, Haakon",2010 - 2023,All,46055,1 to 4,1 to 4,"SD, Haakon County",4
472,"SD, Jackson",2010 - 2023,All,46071,1 to 4,1 to 4,"SD, Jackson County",4
473,"SD, Jerauld",2010 - 2023,All,46073,1 to 4,1 to 4,"SD, Jerauld County",4
474,"SD, Lincoln",2010 - 2023,All,46083,1 to 4,1 to 4,"SD, Lincoln County",4
475,"SD, Pennington",2010 - 2023,All,46103,1 to 4,1 to 4,"SD, Pennington County",4
476,"SD, Sully",2010 - 2023,All,46119,1 to 4,1 to 4,"SD, Sully County",4
477,"SD, Union",2010 - 2023,All,46127,1 to 4,1 to 4,"SD, Union County",4
478,"TN, Anderson",2010 - 2023,All,47001,1 to 4,1 to 4,"TN, Anderson County",4
479,"TN, Bradley",2010 - 2023,All,47011,1 to 4,1 to 4,"TN, Bradley County",4
480,"TN, Cannon",2010 - 2023,All,47015,1 to 4,1 to 4,"TN, Cannon County",4
481,"TN, Carroll",2010 - 2023,All,47017,1 to 4,1 to 4,"TN, Carroll County",4
482,"TN, Fayette",2010 - 2023,All,47047,1 to 4,1 to 4,"TN, Fayette County",4
483,"TN, Franklin",2010 - 2023,All,47051,1 to 4,1 to 4,"TN, Franklin County",4
484,"TN, Hardin",2010 - 2023,All,47071,1 to 4,1 to 4,"TN, Hardin County",4
485,"TN, Henderson",2010 - 2023,All,47077,1 to 4,1 to 4,"TN, Henderson County",4
486,"TN, Henry",2010 - 2023,All,47079,1 to 4,1 to 4,"TN, Henry County",4
487,"TN, Montgomery",2010 - 2023,All,47125,1 to 4,1 to 4,"TN, Montgomery County",4
488,"TN, Robertson",2010 - 2023,All,47147,1 to 4,1 to 4,"TN, Robertson County",4
489,"TN, Scott",2010 - 2023,All,47151,1 to 4,1 to 4,"TN, Scott County",4
490,"TN, Sumner",2010 - 2023,All,47165,1 to 4,1 to 4,"TN, Sumner County",4
491,"TN, Washington",2010 - 2023,All,47179,1 to 4,1 to 4,"TN, Washington County",4
492,"TN, Wilson",2010 - 2023,All,47189,1 to 4,1 to 4,"TN, Wilson County",4
493,"TX, Atascosa",2010 - 2023,All,48013,1 to 4,1 to 4,"TX, Atascosa County",4
494,"TX, Bastrop",2010 - 2023,All,48021,1 to 4,1 to 4,"TX, Bastrop County",4
495,"TX, Bell",2010 - 2023,All,48027,1 to 4,1 to 4,"TX, Bell County",4
496,"TX, Brazos",2010 - 2023,All,48041,1 to 4,1 to 4,"TX, Brazos County",4
497,"TX, Brown",2010 - 2023,All,48049,1 to 4,1 to 4,"TX, Brown County",4
498,"TX, Burnet",2010 - 2023,All,48053,1 to 4,1 to 4,"TX, Burnet County",4
499,"TX, Comal",2010 - 2023,All,48091,1 to 4,1 to 4,"TX, Comal County",4
500,"TX, Ector",2010 - 2023,All,48135,1 to 4,1 to 4,"TX, Ector County",4
501,"TX, Freestone",2010 - 2023,All,48161,1 to 4,1 to 4,"TX, Freestone County",4
502,"TX, Gillespie",2010 - 2023,All,48171,1 to 4,1 to 4,"TX, Gillespie County",4
503,"TX, Gregg",2010 - 2023,All,48183,1 to 4,1 to 4,"TX, Gregg County",4
504,"TX, Grimes",2010 - 2023,All,48185,1 to 4,1 to 4,"TX, Grimes County",4
505,"TX, Guadalupe",2010 - 2023,All,48187,1 to 4,1 to 4,"TX, Guadalupe County",4
506,"TX, Hamilton",2010 - 2023,All,48193,1 to 4,1 to 4,"TX, Hamilton County",4
507,"TX, Hood",2010 - 2023,All,48221,1 to 4,1 to 4,"TX, Hood County",4
508,"TX, Hunt",2010 - 2023,All,48231,1 to 4,1 to 4,"TX, Hunt County",4
509,"TX, Jackson",2010 - 2023,All,48239,1 to 4,1 to 4,"TX, Jackson County",4
510,"TX, Jefferson",2010 - 2023,All,48245,1 to 4,1 to 4,"TX, Jefferson County",4
511,"TX, Johnson",2010 - 2023,All,48251,1 to 4,1 to 4,"TX, Johnson County",4
512,"TX, Kendall",2010 - 2023,All,48259,1 to 4,1 to 4,"TX, Kendall County",4
513,"TX, Liberty",2010 - 2023,All,48291,1 to 4,1 to 4,"TX, Liberty County",4
514,"TX, Lubbock",2010 - 2023,All,48303,1 to 4,1 to 4,"TX, Lubbock County",4
515,"TX, Mclennan",2010 - 2023,All,48309,1 to 4,1 to 4,"TX, McLennan County",4
516,"TX, Midland",2010 - 2023,All,48329,1 to 4,1 to 4,"TX, Midland County",4
517,"TX, Parker",2010 - 2023,All,48367,1 to 4,1 to 4,"TX, Parker County",4
518,"TX, Potter",2010 - 2023,All,48375,1 to 4,1 to 4,"TX, Potter County",4
519,"TX, Randall",2010 - 2023,All,48381,1 to 4,1 to 4,"TX, Randall County",4
520,"TX, Refugio",2010 - 2023,All,48391,1 to 4,1 to 4,"TX, Refugio County",4
521,"TX, Rockwall",2010 - 2023,All,48397,1 to 4,1 to 4,"TX, Rockwall County",4
522,"TX, Rusk",2010 - 2023,All,48401,1 to 4,1 to 4,"TX, Rusk County",4
523,"TX, San Patricio",2010 - 2023,All,48409,1 to 4,1 to 4,"TX, San Patricio County",4
524,"TX, Scurry",2010 - 2023,All,48415,1 to 4,1 to 4,"TX, Scurry County",4
525,"TX, Smith",2010 - 2023,All,48423,1 to 4,1 to 4,"TX, Smith County",4
526,"TX, Starr",2010 - 2023,All,48427,1 to 4,1 to 4,"TX, Starr County",4
527,"TX, Tom Green",2010 - 2023,All,48451,1 to 4,1 to 4,"TX, Tom Green County",4
528,"TX, Val Verde",2010 - 2023,All,48465,1 to 4,1 to 4,"TX, Val Verde County",4
529,"TX, Walker",2010 - 2023,All,48471,1 to 4,1 to 4,"TX, Walker County",4
530,"TX, Wichita",2010 - 2023,All,48485,1 to 4,1 to 4,"TX, Wichita County",4
531,"TX, Wilbarger",2010 - 2023,All,48487,1 to 4,1 to 4,"TX, Wilbarger County",4
532,"TX, Willacy",2010 - 2023,All,48489,1 to 4,1 to 4,"TX, Willacy County",4
533,"TX, Wise",2010 - 2023,All,48497,1 to 4,1 to 4,"TX, Wise County",4
534,"UT, Cache",2010 - 2023,All,49005,1 to 4,1 to 4,"UT, Cache County",4
535,"UT, Wasatch",2010 - 2023,All,49051,1 to 4,1 to 4,"UT, Wasatch County",4
536,"UT, Weber",2010 - 2023,All,49057,1 to 4,1 to 4,"UT, Weber County",4
537,"VT, Caledonia",2010 - 2023,All,50005,1 to 4,1 to 4,"VT, Caledonia County",4
538,"VT, Franklin",2010 - 2023,All,50011,1 to 4,1 to 4,"VT, Franklin County",4
539,"VT, Lamoille",2010 - 2023,All,50015,1 to 4,1 to 4,"VT, Lamoille County",4
540,"VT, Rutland",2010 - 2023,All,50021,1 to 4,1 to 4,"VT, Rutland County",4
541,"VT, Washington",2010 - 2023,All,50023,1 to 4,1 to 4,"VT, Washington County",4
542,"VT, Windham",2010 - 2023,All,50025,1 to 4,1 to 4,"VT, Windham County",4
543,"VT, Windsor",2010 - 2023,All,50027,1 to 4,1 to 4,"VT, Windsor County",4
544,"VA, Accomack",2010 - 2023,All,51001,1 to 4,1 to 4,"VA, Accomack County",4
545,"VA, Augusta",2010 - 2023,All,51015,1 to 4,1 to 4,"VA, Augusta County",4
546,"VA, Chesterfield",2010 - 2023,All,51041,1 to 4,1 to 4,"VA, Chesterfield County",4
547,"VA, Clarke",2010 - 2023,All,51043,1 to 4,1 to 4,"VA, Clarke County",4
548,"VA, Culpeper",2010 - 2023,All,51047,1 to 4,1 to 4,"VA, Culpeper County",4
549,"VA, Fauquier",2010 - 2023,All,51061,1 to 4,1 to 4,"VA, Fauquier County",4
550,"VA, Franklin",2010 - 2023,All,51067,1 to 4,1 to 4,"VA, Franklin County",4
551,"VA, Frederick",2010 - 2023,All,51069,1 to 4,1 to 4,"VA, Frederick County",4
552,"VA, Goochland",2010 - 2023,All,51075,1 to 4,1 to 4,"VA, Goochland County",4
553,"VA, Henrico",2010 - 2023,All,51087,1 to 4,1 to 4,"VA, Henrico County",4
554,"VA, Madison",2010 - 2023,All,51113,1 to 4,1 to 4,"VA, Madison County",4
555,"VA, Montgomery",2010 - 2023,All,51121,1 to 4,1 to 4,"VA, Montgomery County",4
556,"VA, Orange",2010 - 2023,All,51137,1 to 4,1 to 4,"VA, Orange County",4
557,"VA, Rappahannock",2010 - 2023,All,51157,1 to 4,1 to 4,"VA, Rappahannock County",4
558,"VA, Roanoke",2010 - 2023,All,51161,1 to 4,1 to 4,"VA, Roanoke County",4
559,"VA, Rockbridge",2010 - 2023,All,51163,1 to 4,1 to 4,"VA, Rockbridge County",4
560,"VA, Rockingham",2010 - 2023,All,51165,1 to 4,1 to 4,"VA, Rockingham County",4
561,"VA, Shenandoah",2010 - 2023,All,51171,1 to 4,1 to 4,"VA, Shenandoah County",4
562,"VA, Spotsylvania",2010 - 2023,All,51177,1 to 4,1 to 4,"VA, Spotsylvania County",4
563,"VA, Stafford",2010 - 2023,All,51179,1 to 4,1 to 4,"VA, Stafford County",4
564,"VA, Warren",2010 - 2023,All,51187,1 to 4,1 to 4,"VA, Warren County",4
565,"VA, Wise",2010 - 2023,All,51195,1 to 4,1 to 4,"VA, Wise County",4
566,"VA, Charlottesville City",2010 - 2023,All,51540,1 to 4,1 to 4,"VA, Charlottesville, City of",4
567,"VA, Chesapeake City",2010 - 2023,All,51550,1 to 4,1 to 4,"VA, Chesapeake, City of",4
568,"VA, Emporia City",2010 - 2023,All,51595,1 to 4,1 to 4,"VA, Emporia, City of",4
569,"VA, Falls Church City",2010 - 2023,All,51610,1 to 4,1 to 4,"VA, Falls Church, City of",4
570,"VA, Fredericksburg City",2010 - 2023,All,51630,1 to 4,1 to 4,"VA, Fredericksburg, City of",4
571,"VA, Harrisonburg City",2010 - 2023,All,51660,1 to 4,1 to 4,"VA, Harrisonburg, City of",4
