FullGeoName,Year,Travel status,County,Count,Legend,Notes
"OH, Cuyahoga",2013,Travel associated,39035,1 to 4,1 to 4,"OH, Cuyahoga County"
"OH, Fairfield",2013,Travel associated,39045,1 to 4,1 to 4,"OH, Fairfield County"
"OH, Franklin",2013,Travel associated,39049,1 to 4,1 to 4,"OH, Franklin County"
"OH, Fulton",2013,Travel associated,39051,1 to 4,1 to 4,"OH, Fulton County"
"OH, Summit",2013,Travel associated,39153,1 to 4,1 to 4,"OH, Summit County"
"OH, Warren",2013,Travel associated,39165,1 to 4,1 to 4,"OH, Warren County"
"OH, Wyandot",2013,Travel associated,39175,1 to 4,1 to 4,"OH, Wyandot County"
"OK, Tulsa",2013,Travel associated,40143,1 to 4,1 to 4,"OK, Tulsa County"
"PA, Allegheny",2013,Travel associated,42003,1 to 4,1 to 4,"PA, Allegheny County"
"PA, Armstrong",2013,Travel associated,42005,1 to 4,1 to 4,"PA, Armstrong County"
"PA, Delaware",2013,Travel associated,42045,1 to 4,1 to 4,"PA, Delaware County"
"PA, Lancaster",2013,Travel associated,42071,1 to 4,1 to 4,"PA, Lancaster County"
"PA, Lawrence",2013,Travel associated,42073,1 to 4,1 to 4,"PA, Lawrence County"
"PA, Luzerne",2013,Travel associated,42079,1 to 4,1 to 4,"PA, Luzerne County"
"PA, Northampton",2013,Travel associated,42095,1 to 4,1 to 4,"PA, Northampton County"
"RI, Bristol",2013,Travel associated,44001,1 to 4,1 to 4,"RI, Bristol County"
"RI, Kent",2013,Travel associated,44003,1 to 4,1 to 4,"RI, Kent County"
"RI, Washington",2013,Travel associated,44009,1 to 4,1 to 4,"RI, Washington County"
"SC, Greenville",2013,Travel associated,45045,1 to 4,1 to 4,"SC, Greenville County"
"SC, Kershaw",2013,Travel associated,45055,1 to 4,1 to 4,"SC, Kershaw County"
"SC, Lexington",2013,Travel associated,45063,1 to 4,1 to 4,"SC, Lexington County"
"SC, Orangeburg",2013,Travel associated,45075,1 to 4,1 to 4,"SC, Orangeburg County"
"SC, Richland",2013,Travel associated,45079,1 to 4,1 to 4,"SC, Richland County"
"SD, Jerauld",2013,Travel associated,46073,1 to 4,1 to 4,"SD, Jerauld County"
"SD, Minnehaha",2013,Travel associated,46099,1 to 4,1 to 4,"SD, Minnehaha County"
"TN, Davidson",2013,Travel associated,47037,1 to 4,1 to 4,"TN, Davidson County"
"TN, Fayette",2013,Travel associated,47047,1 to 4,1 to 4,"TN, Fayette County"
"TN, Hamilton",2013,Travel associated,47065,1 to 4,1 to 4,"TN, Hamilton County"
"TN, Rutherford",2013,Travel associated,47149,1 to 4,1 to 4,"TN, Rutherford County"
"TN, Shelby",2013,Travel associated,47157,1 to 4,1 to 4,"TN, Shelby County"
"TN, Williamson",2013,Travel associated,47187,1 to 4,1 to 4,"TN, Williamson County"
